approx_shape,compactness,eccentricity,is_convex,num_lines,radius_equiv,radius_max,radius_min,solidity,line_diff,rad_max_div_equiv,rad_min_div_equiv,rad_min_div_max,img
5,18.0148140607,0.592923236115,1,4,31.2094256872,41.9144926274,24.6643053863,0.958046336882,1,1.34300749548,0.790283859546,0.588443372213,04_01
8,32.9507506416,0.704541828361,0,52,24.3518237091,42.8514516453,16.262655418,0.63518581657,-44,1.75968141676,0.66782084218,0.379512357077,04_02
3,28.1101578035,0.873146308445,0,7,27.874619857,56.7225569666,12.154166604,0.821608885897,-4,2.03491768704,0.436029860367,0.214273954737,04_03
5,15.9722551381,0.280353673146,1,22,32.4641961729,38.0778461503,29.0535543094,0.966433158202,-17,1.17291818801,0.894941435008,0.763004141428,04_04
12,21.4787003476,0.253211910815,0,12,31.1430605946,35.8260180172,24.7879511723,0.86858608894,0,1.15036921013,0.795938186518,0.691898026747,04_05
4,23.2741891897,0.704514146913,0,6,27.7773858401,48.5110841812,18.5024806469,0.870064608758,-2,1.74642367214,0.666098701779,0.381407279577,04_06
4,21.3155195715,0.843316372263,1,15,28.8895919247,47.6830914793,22.5733793907,0.943165467626,-11,1.65052838419,0.781367194439,0.473404275821,04_07
10,29.748895345,0.835802639455,0,17,26.9514964384,45.486882718,18.6640924949,0.828612926652,-7,1.68773124794,0.692506723608,0.41031812645,04_08
6,28.0911428543,0.681338394319,0,4,27.7945695014,47.8994659223,17.7749272973,0.806580259222,2,1.72333901124,0.639510797114,0.371088214764,04_09
6,17.1989216065,0.632191003384,0,84,33.9358979285,44.3272140219,24.0039906212,0.920610687023,-78,1.30620424765,0.707333298555,0.541518142993,04_10
6,21.164773342,0.389271141053,0,10,31.9950714012,46.2246862373,23.465974644,0.834890965732,-4,1.44474396252,0.733424668749,0.507650274219,04_11
4,20.2180232445,0.871025761648,1,11,30.8245845107,50.7909411723,19.7598506692,0.963524854745,-7,1.64774130709,0.641041914526,0.3890428138,04_12
8,16.6488564068,0.87382295818,1,119,29.5378976576,42.9939027038,20.4140272918,0.982437275986,-111,1.45555053383,0.691113075428,0.474812147957,04_13
4,20.790282674,0.804329724916,1,3,32.0447763735,55.4355753937,20.0337621109,0.940799066783,1,1.72994109079,0.62518027517,0.361388187435,04_14
3,24.8680000965,0.896963542705,1,4,26.9160417029,54.8899382349,14.3514833166,0.959932517925,-1,2.03930202073,0.53319442268,0.261459272466,04_15
3,21.0921383823,0.166857636862,1,8,30.2881014919,45.7044707792,23.0677118347,0.941214892227,-5,1.50899094126,0.761609698148,0.504714559461,04_16
8,14.3367772875,0.182521316877,1,45,34.6873373117,37.3771680544,32.6315942873,0.967989756722,-37,1.07754503375,0.940735058275,0.87303549161,04_17
7,32.8635941953,0.334226484909,0,54,22.6801405655,42.2384610803,12.4888948839,0.65611043443,-47,1.86235446638,0.550653328085,0.29567589738,04_18
5,22.1168781044,0.717125052895,0,15,31.2094256872,51.8000968611,16.498396699,0.850708924103,-10,1.65975809297,0.528635062511,0.31850127121,04_19
4,21.6635678992,0.926137089373,1,3,28.9721102073,45.7838531956,14.7800601545,0.952673410405,1,1.58027333418,0.510147864573,0.322822548188,04_20
6,15.4778392659,0.18292827136,1,34,34.9023199003,39.8416932428,32.3008893901,0.963979848866,-28,1.14151991491,0.925465398356,0.810730839004,04_21
8,14.1238511807,0.192436638095,1,203,33.7619268174,36.8932874342,32.2147160987,0.981364757468,-195,1.09274827926,0.954172914151,0.87318637994,04_22
3,23.1822525561,0.813078907685,1,7,28.8620334028,50.8495247052,16.8532323925,0.956156375594,-4,1.76181366003,0.583923944558,0.33143343011,04_23
10,36.7836665426,0.35503321829,0,15,26.1603947848,40.0149203379,17.2663778233,0.592449710664,-5,1.52959925365,0.660019772842,0.431498492999,04_24
7,16.6120333665,0.626934115863,1,94,36.8022902237,49.2125616639,30.016244484,0.945345478782,-87,1.33721465063,0.815608058672,0.609930543528,04_25
