approx_shape,compactness,eccentricity,is_convex,num_lines,radius_equiv,radius_max,radius_min,solidity,line_diff,rad_max_div_equiv,rad_min_div_equiv,rad_min_div_max,img
5,16.2389858503,0.608031894741,1,10,32.478900271,43.5827935742,25.6195653492,0.962532674993,-5,1.34188021178,0.788806429264,0.587836695359,01_01
8,15.3907593151,0.368992084992,1,31,34.5448080513,38.3638617724,31.882023212,0.960543171919,-23,1.11055362402,0.922917943694,0.831043115555,01_02
8,33.1991517452,0.706883498253,0,44,25.6690760332,45.5601216583,16.5658122288,0.613151658768,-36,1.77490306232,0.64536067474,0.363603336115,01_03
4,20.7422817002,0.832367176261,1,12,30.5549160722,49.5039899984,23.744785065,0.935267857143,-8,1.62016448945,0.777118320629,0.479653964574,01_04
10,30.2448495622,0.833467241295,0,8,28.3838390978,46.5089984569,19.8961551267,0.81356477017,2,1.63857321403,0.700967725266,0.427791519638,01_05
8,17.0869214718,0.871973490656,1,46,31.7403653062,45.8228102976,21.5846931854,0.973846153846,-38,1.44367621026,0.680039217481,0.47104690972,01_06
5,16.1799358093,0.187847605929,1,6,35.873762973,42.1371783177,32.3223831734,0.966069295102,-1,1.17459599511,0.901003421295,0.767075168862,01_07
3,22.5072778304,0.670572551073,1,3,29.5055509813,49.2499190141,19.0767584516,0.948993754337,0,1.66917469344,0.646548117798,0.387345986216,01_08
7,15.6690320762,0.30137388557,1,125,36.0507873047,43.6376869241,34.4228629017,0.964792060491,-118,1.21045031708,0.954843582493,0.788833353189,01_09
4,19.8302581561,0.855383500332,1,4,33.6202082956,54.1988482738,22.2815836518,0.960768398268,0,1.61209138853,0.66274377172,0.411108065235,01_10
6,32.1524008457,0.366198650055,0,33,24.6764424557,45.2015421038,13.6134793863,0.658746556474,-27,1.83176899121,0.551679173799,0.301172897044,01_11
6,15.7118493499,0.186010407486,1,28,38.1610761024,43.1436271892,35.4450656133,0.95891846573,-22,1.1305663151,0.928827727976,0.821559704701,01_12
4,20.987272092,0.795050332317,1,3,35.2155550371,60.747418566,22.2289836144,0.932280449868,1,1.72501664398,0.631226274611,0.365924744445,01_13
3,24.3992518552,0.816572742508,1,4,31.8204925787,56.0979275976,18.4433111608,0.948137108793,-1,1.76294969221,0.579604829034,0.328769919865,01_14
8,16.3513897285,0.614694262845,1,49,41.1703794484,52.930093011,33.7014955528,0.947508896797,-41,1.28563529703,0.818585983522,0.636717104309,01_15
5,23.0975224199,0.739064603711,0,24,34.9888528286,59.6913083051,17.3244339163,0.826741186586,-19,1.70600929952,0.495141524107,0.290233777886,01_16
